order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total,customer_id,channel_id,store_id,order_date_x,billing_address_id,shipping_address_id,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount,order_date_key,code,name,email,first_name,last_name,phone,status_customer,created_at,sku,name_product,category_id,list_price,status_product,created_at_product,category_name,parent_id,parent_category_name,name_store,address_id,shipping_line1,shipping_line2,shipping_city,shipping_province_id,shipping_postal_code,shipping_country_code,shipping_address_created_at,shipping_address_name,shipping_address_code,billing_line1,billing_line2,billing_city,billing_province_id,billing_postal_code,billing_country_code,billing_address_created_at,billing_address_name,billing_address_code,order_date_y,order_year,order_quarter,order_year_quarter,order_month,order_month_name,order_year_month,order_day,order_day_of_week,order_day_name,order_day_of_year,order_week_of_year,order_is_weekday,order_is_weekend,order_is_month_start,order_is_month_end,customer_id_order,channel_id_order,store_id_order,billing_address_id_order,shipping_address_id_order,status_order,currency_code_order,subtotal_order,tax_amount_order,shipping_fee_order,total_amount_order,order_date_key_order,shipment_id,carrier,tracking_number,status_shipment,shipped_date_key,delivered_date_key,nps_id,score,comment,responded_date_key,session_id,source,device,started_date_key,ended_date_key
5000000000,1000000000,2,2,15000.0,0.0,30000.0,356,1,,2024-11-26 07:50:47,2910.0,1595,FULFILLED,ARS,51600.0,10836.0,1200.0,63636.0,20241126,ONLINE,Tienda Online,emma.silva.356@example.com,Emma,Silva,+54 9 11 2789-4920,A,2025-02-24 17:34:25,ECO-SPORT-B,Sport B Bottle,3,15000.0,A,2024-01-01 00:00:00,Sport,1.0,Bottles,,,Calle 4226,,La Plata,1,3294,AR,2023-12-21 22:44:01,Buenos Aires,BA,Calle 645,,Godoy Cruz,4.0,1539.0,AR,2024-07-31 08:55:13,Mendoza,MZA,2024-11-26,2024,4,2024-Q4,11,Noviembre,2024-11,26,1,Martes,331,48,True,False,False,False,356,1,,2910.0,1595,FULFILLED,ARS,51600.0,10836.0,1200.0,63636.0,20241126,9000000000,Correo Argentino,TRK-LM6S0ZIUQ6,DELIVERED,20241127.0,20241130.0,,,,,,,,,
5000000001,1000000000,1,2,12000.0,2400.0,21600.0,356,1,,2024-11-26 07:50:47,2910.0,1595,FULFILLED,ARS,51600.0,10836.0,1200.0,63636.0,20241126,ONLINE,Tienda Online,emma.silva.356@example.com,Emma,Silva,+54 9 11 2789-4920,A,2025-02-24 17:34:25,ECO-CLASSIC-A,Classic A Bottle,2,12000.0,A,2024-01-01 00:00:00,Classic,1.0,Bottles,,,Calle 4226,,La Plata,1,3294,AR,2023-12-21 22:44:01,Buenos Aires,BA,Calle 645,,Godoy Cruz,4.0,1539.0,AR,2024-07-31 08:55:13,Mendoza,MZA,2024-11-26,2024,4,2024-Q4,11,Noviembre,2024-11,26,1,Martes,331,48,True,False,False,False,356,1,,2910.0,1595,FULFILLED,ARS,51600.0,10836.0,1200.0,63636.0,20241126,9000000000,Correo Argentino,TRK-LM6S0ZIUQ6,DELIVERED,20241127.0,20241130.0,,,,,,,,,
5000000002,1000000001,1,1,12000.0,240.0,11760.0,601,1,,2024-01-31 01:00:04,3803.0,3534,CREATED,ARS,63840.0,13406.4,900.0,78146.4,20240131,ONLINE,Tienda Online,mateo.molina.601@example.com,Mateo,Molina,+54 9 11 1877-2659,A,2025-07-25 02:12:11,ECO-CLASSIC-A,Classic A Bottle,2,12000.0,A,2024-01-01 00:00:00,Classic,1.0,Bottles,,,Calle 5928,Piso 6 Dto B,La Plata,1,8644,AR,2024-02-17 02:02:35,Buenos Aires,BA,Calle 8800,,CABA,1.0,5262.0,AR,2024-12-19 10:03:39,Buenos Aires,BA,2024-01-31,2024,1,2024-Q1,1,Enero,2024-01,31,2,Miércoles,31,5,True,False,False,True,601,1,,3803.0,3534,CREATED,ARS,63840.0,13406.4,900.0,78146.4,20240131,9000000001,Correo Argentino,TRK-S7JYRIGG48,READY,20240201.0,20240205.0,,,,,,,,,
5000000003,1000000001,2,2,15000.0,600.0,29400.0,601,1,,2024-01-31 01:00:04,3803.0,3534,CREATED,ARS,63840.0,13406.4,900.0,78146.4,20240131,ONLINE,Tienda Online,mateo.molina.601@example.com,Mateo,Molina,+54 9 11 1877-2659,A,2025-07-25 02:12:11,ECO-SPORT-B,Sport B Bottle,3,15000.0,A,2024-01-01 00:00:00,Sport,1.0,Bottles,,,Calle 5928,Piso 6 Dto B,La Plata,1,8644,AR,2024-02-17 02:02:35,Buenos Aires,BA,Calle 8800,,CABA,1.0,5262.0,AR,2024-12-19 10:03:39,Buenos Aires,BA,2024-01-31,2024,1,2024-Q1,1,Enero,2024-01,31,2,Miércoles,31,5,True,False,False,True,601,1,,3803.0,3534,CREATED,ARS,63840.0,13406.4,900.0,78146.4,20240131,9000000001,Correo Argentino,TRK-S7JYRIGG48,READY,20240201.0,20240205.0,,,,,,,,,
5000000004,1000000001,1,2,12600.0,2520.0,22680.0,601,1,,2024-01-31 01:00:04,3803.0,3534,CREATED,ARS,63840.0,13406.4,900.0,78146.4,20240131,ONLINE,Tienda Online,mateo.molina.601@example.com,Mateo,Molina,+54 9 11 1877-2659,A,2025-07-25 02:12:11,ECO-CLASSIC-A,Classic A Bottle,2,12000.0,A,2024-01-01 00:00:00,Classic,1.0,Bottles,,,Calle 5928,Piso 6 Dto B,La Plata,1,8644,AR,2024-02-17 02:02:35,Buenos Aires,BA,Calle 8800,,CABA,1.0,5262.0,AR,2024-12-19 10:03:39,Buenos Aires,BA,2024-01-31,2024,1,2024-Q1,1,Enero,2024-01,31,2,Miércoles,31,5,True,False,False,True,601,1,,3803.0,3534,CREATED,ARS,63840.0,13406.4,900.0,78146.4,20240131,9000000001,Correo Argentino,TRK-S7JYRIGG48,READY,20240201.0,20240205.0,,,,,,,,,
5000000005,1000000002,1,1,12000.0,240.0,11760.0,1234,1,,2025-02-26 19:39:44,1126.0,4063,FULFILLED,ARS,25260.0,5304.6,1500.0,32064.6,20250226,ONLINE,Tienda Online,juan.acosta.1234@example.com,Juan,Acosta,+54 9 11 3937-1209,A,2025-09-01 09:45:26,ECO-CLASSIC-A,Classic A Bottle,2,12000.0,A,2024-01-01 00:00:00,Classic,1.0,Bottles,,,Calle 9992,Piso 7 Dto C,CABA,1,2617,AR,2024-03-04 03:25:15,Buenos Aires,BA,Calle 2949,Piso 1 Dto C,Mar del Plata,1.0,6149.0,AR,2023-11-13 03:27:41,Buenos Aires,BA,2025-02-26,2025,1,2025-Q1,2,Febrero,2025-02,26,2,Miércoles,57,9,True,False,False,False,1234,1,,1126.0,4063,FULFILLED,ARS,25260.0,5304.6,1500.0,32064.6,20250226,9000000002,Correo Argentino,TRK-YI8R5NTIPW,DELIVERED,20250227.0,20250301.0,,,,,,,,,
5000000006,1000000002,2,1,15000.0,1500.0,13500.0,1234,1,,2025-02-26 19:39:44,1126.0,4063,FULFILLED,ARS,25260.0,5304.6,1500.0,32064.6,20250226,ONLINE,Tienda Online,juan.acosta.1234@example.com,Juan,Acosta,+54 9 11 3937-1209,A,2025-09-01 09:45:26,ECO-SPORT-B,Sport B Bottle,3,15000.0,A,2024-01-01 00:00:00,Sport,1.0,Bottles,,,Calle 9992,Piso 7 Dto C,CABA,1,2617,AR,2024-03-04 03:25:15,Buenos Aires,BA,Calle 2949,Piso 1 Dto C,Mar del Plata,1.0,6149.0,AR,2023-11-13 03:27:41,Buenos Aires,BA,2025-02-26,2025,1,2025-Q1,2,Febrero,2025-02,26,2,Miércoles,57,9,True,False,False,False,1234,1,,1126.0,4063,FULFILLED,ARS,25260.0,5304.6,1500.0,32064.6,20250226,9000000002,Correo Argentino,TRK-YI8R5NTIPW,DELIVERED,20250227.0,20250301.0,,,,,,,,,
5000000007,1000000003,1,1,12000.0,1200.0,10800.0,156,1,,2025-03-01 17:35:36,3665.0,1507,FULFILLED,ARS,25500.0,5355.0,0.0,30855.0,20250301,ONLINE,Tienda Online,tomás.flores.156@example.com,Tomás,Flores,+54 9 11 4122-9327,A,2024-11-04 04:19:33,ECO-CLASSIC-A,Classic A Bottle,2,12000.0,A,2024-01-01 00:00:00,Classic,1.0,Bottles,,,Calle 8619,Piso 4 Dto A,La Plata,1,6381,AR,2023-09-29 04:37:06,Buenos Aires,BA,Calle 4001,Piso 9 Dto B,Villa Carlos Paz,2.0,6987.0,AR,2024-05-22 03:36:43,Córdoba,CBA,2025-03-01,2025,1,2025-Q1,3,Marzo,2025-03,1,5,Sábado,60,9,False,True,True,False,156,1,,3665.0,1507,FULFILLED,ARS,25500.0,5355.0,0.0,30855.0,20250301,9000000003,Correo Argentino,TRK-UWNN6LXYNU,DELIVERED,20250302.0,20250306.0,,,,,,,,,
5000000008,1000000003,2,1,15000.0,300.0,14700.0,156,1,,2025-03-01 17:35:36,3665.0,1507,FULFILLED,ARS,25500.0,5355.0,0.0,30855.0,20250301,ONLINE,Tienda Online,tomás.flores.156@example.com,Tomás,Flores,+54 9 11 4122-9327,A,2024-11-04 04:19:33,ECO-SPORT-B,Sport B Bottle,3,15000.0,A,2024-01-01 00:00:00,Sport,1.0,Bottles,,,Calle 8619,Piso 4 Dto A,La Plata,1,6381,AR,2023-09-29 04:37:06,Buenos Aires,BA,Calle 4001,Piso 9 Dto B,Villa Carlos Paz,2.0,6987.0,AR,2024-05-22 03:36:43,Córdoba,CBA,2025-03-01,2025,1,2025-Q1,3,Marzo,2025-03,1,5,Sábado,60,9,False,True,True,False,156,1,,3665.0,1507,FULFILLED,ARS,25500.0,5355.0,0.0,30855.0,20250301,9000000003,Correo Argentino,TRK-UWNN6LXYNU,DELIVERED,20250302.0,20250306.0,,,,,,,,,
5000000009,1000000004,2,2,15750.0,1575.0,29925.0,616,2,4.0,2024-03-30 02:46:36,1293.0,4,FULFILLED,ARS,44175.0,9276.75,0.0,53451.75,20240330,OFFLINE,Tiendas Físicas,lucía.rodríguez.616@example.com,Lucía,Rodríguez,+54 9 11 8133-4308,A,2024-07-27 20:16:48,ECO-SPORT-B,Sport B Bottle,3,15000.0,A,2024-01-01 00:00:00,Sport,1.0,Bottles,Tienda MZA,4.0,Sucursal Mendoza - Av. Principal 104,,Mendoza,4,1004,AR,2023-09-16 13:54:28,Mendoza,MZA,Calle 9616,Piso 7 Dto B,Godoy Cruz,4.0,7525.0,AR,2023-06-21 12:14:32,Mendoza,MZA,2024-03-30,2024,1,2024-Q1,3,Marzo,2024-03,30,5,Sábado,90,13,False,True,False,False,616,2,4.0,1293.0,4,FULFILLED,ARS,44175.0,9276.75,0.0,53451.75,20240330,9000000004,PICKUP,,DELIVERED,20240330.0,20240331.0,,,,,,,,,
5000000010,1000000004,2,1,15000.0,750.0,14250.0,616,2,4.0,2024-03-30 02:46:36,1293.0,4,FULFILLED,ARS,44175.0,9276.75,0.0,53451.75,20240330,OFFLINE,Tiendas Físicas,lucía.rodríguez.616@example.com,Lucía,Rodríguez,+54 9 11 8133-4308,A,2024-07-27 20:16:48,ECO-SPORT-B,Sport B Bottle,3,15000.0,A,2024-01-01 00:00:00,Sport,1.0,Bottles,Tienda MZA,4.0,Sucursal Mendoza - Av. Principal 104,,Mendoza,4,1004,AR,2023-09-16 13:54:28,Mendoza,MZA,Calle 9616,Piso 7 Dto B,Godoy Cruz,4.0,7525.0,AR,2023-06-21 12:14:32,Mendoza,MZA,2024-03-30,2024,1,2024-Q1,3,Marzo,2024-03,30,5,Sábado,90,13,False,True,False,False,616,2,4.0,1293.0,4,FULFILLED,ARS,44175.0,9276.75,0.0,53451.75,20240330,9000000004,PICKUP,,DELIVERED,20240330.0,20240331.0,,,,,,,,,
5000000011,1000000005,1,2,12000.0,0.0,24000.0,614,2,2.0,2024-03-12 20:54:35,1723.0,2,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0,20240312,OFFLINE,Tiendas Físicas,lara.medina.614@example.com,Lara,Medina,+54 9 11 3415-2970,A,2025-05-16 17:28:32,ECO-CLASSIC-A,Classic A Bottle,2,12000.0,A,2024-01-01 00:00:00,Classic,1.0,Bottles,Tienda CBA,2.0,Sucursal Córdoba - Av. Principal 102,,Córdoba,2,1002,AR,2023-11-13 13:09:24,Córdoba,CBA,Calle 5153,,San Rafael,4.0,6871.0,AR,2023-11-07 22:07:11,Mendoza,MZA,2024-03-12,2024,1,2024-Q1,3,Marzo,2024-03,12,1,Martes,72,11,True,False,False,False,614,2,2.0,1723.0,2,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0,20240312,9000000005,PICKUP,,DELIVERED,20240312.0,20240313.0,,,,,,,,,
